"Year","County","Ag.District","CATTLE..COWS..BEEF...INVENTORY","CATTLE..COWS..MILK...INVENTORY","Turkeys","CPI","CORN..GRAIN...YIELD..MEASURED.IN.BU...ACRE","CORN..SILAGE...YIELD..MEASURED.IN.TONS...ACRE","SOYBEANS...YIELD..MEASURED.IN.BU...ACRE","SUGARBEETS...YIELD..MEASURED.IN.TONS...ACRE","Urea..46.0.0.","Potash..0.0.60.","Monammonium.Phosphate..MAP...11.52.0.","Diammonium.Phosphate..DAP...18.46.0.","Ammonia..82.0.0.","Estimated.Value.Per.Acre","Hogs","Feed_cows","Dairy_cows_total_poop_lb","Dairy_cows_total_N","Dairy_cows_total_P","Dairy_cows_total_K","Beef_cows_total_poop_lb","Beef_cows_total_N","Beef_cows_total_P","Beef_cows_total_K","feed_cows_total_poop_lb","feed_cows_total_N","feed_cows_total_P","feed_cows_total_K","Hogs_total_poop_lb","Hogs_total_N","Hogs_total_P","Hogs_total_K"
2021,"morrison","CENTRAL",14000,27500,NA,49,110.3,NA,30.8,NA,NA,NA,NA,NA,NA,3131,59080,9407,1534500000,9999000,5148000,5643000,272160000,2016000,2016000,2016000,182872080,1354608,1354608,1354608,314778240,3615696,127612.8,1914192
2021,"renville","CENTRAL",1400,2800,NA,87,177.1,22,52.2,NA,NA,NA,NA,NA,NA,6651,313786,15477,156240000,1018080,524160,574560,27216000,201600,201600,201600,300872880,2228688,2228688,2228688,1671851808,19203703.2,677777.76,10166666.4
2021,"scott","CENTRAL",1600,3300,NA,36,199.8,25,62.5,NA,NA,NA,NA,NA,NA,10850,61535.1666666667,4151,184140000,1199880,617760,677160,31104000,230400,230400,230400,80695440,597744,597744,597744,327859368,3765952.2,132915.96,1993739.4
2021,"sherburne","CENTRAL",700,700,NA,87,167,13.5,33.9,NA,NA,NA,NA,NA,NA,4023,18030.2857142857,4173,39060000,254520,131040,143640,13608000,100800,100800,100800,81123120,600912,600912,600912,96065362.2857143,1103453.48571429,38945.4171428571,584181.257142857
2021,"sibley","CENTRAL",3300,7100,NA,22,202.7,NA,60.3,NA,NA,NA,NA,NA,NA,6646,106688,12828,396180000,2581560,1329120,1456920,64152000,475200,475200,475200,249376320,1847232,1847232,1847232,568433664,6529305.6,230446.08,3456691.2
2021,"stearns","CENTRAL",10300,66000,NA,62,148.2,NA,NA,NA,NA,NA,NA,NA,NA,4756,84707,37416,3682800000,23997600,12355200,13543200,200232000,1483200,1483200,1483200,727367040,5387904,5387904,5387904,451318896,5184068.4,182967.12,2744506.8
2021,"todd","CENTRAL",10300,14400,NA,54,130.6,16,36.8,NA,NA,NA,NA,NA,NA,2403,10740,5236,803520000,5235840,2695680,2954880,200232000,1483200,1483200,1483200,101787840,753984,753984,753984,57222720,657288,23198.4,347976
2021,"wadena","CENTRAL",3900,2600,NA,38,139.9,7.5,35.9,NA,NA,NA,NA,NA,NA,1991,181,186,145080000,945360,486720,533520,75816000,561600,561600,561600,3615840,26784,26784,26784,964368,11077.2,390.96,5864.4
2021,"wright","CENTRAL",2700,6300,NA,66,144.1,NA,46.1,NA,NA,NA,NA,NA,NA,7033,1045,7167,351540000,2290680,1179360,1292760,52488000,388800,388800,388800,139326480,1032048,1032048,1032048,5567760,63954,2257.2,33858
2021,"aitkin","EAST CENTRAL",3900,100,NA,37,94.5,8.5,NA,NA,NA,NA,NA,NA,NA,1065,217,125,5580000,36360,18720,20520,75816000,561600,561600,561600,2430000,18000,18000,18000,1156176,13280.4,468.72,7030.8
2021,"anoka","EAST CENTRAL",NA,200,NA,32,111.7,NA,34.4,NA,NA,NA,NA,NA,NA,6179,146,276,11160000,72720,37440,41040,NA,NA,NA,NA,5365440,39744,39744,39744,777888,8935.2,315.36,4730.4
2021,"carlton","EAST CENTRAL",4800,600,NA,40,NA,16.5,NA,NA,NA,NA,NA,NA,NA,1527,491,187,33480000,218160,112320,123120,93312000,691200,691200,691200,3635280,26928,26928,26928,2616048,30049.2,1060.56,15908.4
2021,"chisago","EAST CENTRAL",2200,1700,NA,48,145.1,NA,42.7,NA,NA,NA,NA,NA,NA,3158,1056,538,94860000,618120,318240,348840,42768000,316800,316800,316800,10458720,77472,77472,77472,5626368,64627.2,2280.96,34214.4
2021,"crow wing","EAST CENTRAL",3300,500,NA,36,95.2,NA,20.6,NA,NA,NA,NA,NA,NA,2045,267,2421.25,27900000,181800,93600,102600,64152000,475200,475200,475200,47069100,348660,348660,348660,1422576,16340.4,576.72,8650.8
2021,"hennepin","EAST CENTRAL",800,1100,NA,47,156.3,19.5,51.3,NA,NA,NA,NA,NA,NA,15609,55,310,61380000,399960,205920,225720,15552000,115200,115200,115200,6026400,44640,44640,44640,293040,3366,118.8,1782
2021,"isanti","EAST CENTRAL",NA,1500,NA,42,120.9,17,36.5,NA,NA,NA,NA,NA,NA,4250,20543,733,83700000,545400,280800,307800,NA,NA,NA,NA,14249520,105552,105552,105552,109453104,1257231.6,44372.88,665593.2
2021,"kanabec","EAST CENTRAL",4600,400,NA,58,110,NA,25.5,NA,NA,NA,NA,NA,NA,1765,160,599,22320000,145440,74880,82080,89424000,662400,662400,662400,11644560,86256,86256,86256,852480,9792,345.6,5184
2021,"mille lacs","EAST CENTRAL",3600,1600,NA,53,108.7,12,37.8,NA,NA,NA,NA,NA,NA,2584,589,2336,89280000,581760,299520,328320,69984000,518400,518400,518400,45411840,336384,336384,336384,3138192,36046.8,1272.24,19083.6
2021,"pine","EAST CENTRAL",6500,3700,NA,42,136.1,16.5,41.2,NA,NA,NA,NA,NA,NA,1580,265,1719,206460000,1345320,692640,759240,126360000,936000,936000,936000,33417360,247536,247536,247536,1411920,16218,572.4,8586
2021,"washington","EAST CENTRAL",1700,900,NA,48,153,15.5,51.1,NA,NA,NA,NA,NA,NA,13576,103,533,50220000,327240,168480,184680,33048000,244800,244800,244800,10361520,76752,76752,76752,548784,6303.6,222.48,3337.2
2021,"beltrami","NORTH CENTRAL",8900,500,NA,36,78.3,NA,26,NA,NA,NA,NA,NA,NA,988,209,307,27900000,181800,93600,102600,173016000,1281600,1281600,1281600,5968080,44208,44208,44208,1113552,12790.8,451.44,6771.6
2021,"cass","NORTH CENTRAL",8600,400,NA,43,NA,6.5,39.2,NA,NA,NA,NA,NA,NA,1590,222,84,22320000,145440,74880,82080,167184000,1238400,1238400,1238400,1632960,12096,12096,12096,1182816,13586.4,479.52,7192.8
2021,"hubbard","NORTH CENTRAL",2900,400,NA,41,152.7,5.7,NA,NA,NA,NA,NA,NA,NA,2196,16,1003,22320000,145440,74880,82080,56376000,417600,417600,417600,19498320,144432,144432,144432,85248,979.2,34.56,518.4
2021,"itasca","NORTH CENTRAL",2400,NA,NA,44,90.9,NA,37.3,NA,NA,NA,NA,NA,NA,1305,123,193.666666666667,NA,NA,NA,NA,46656000,345600,345600,345600,3764880,27888,27888,27888,655344,7527.6,265.68,3985.2
2021,"lake of the woods","NORTH CENTRAL",800,NA,NA,27,NA,NA,28.8,NA,NA,NA,NA,NA,NA,891,6,597.5,NA,NA,NA,NA,15552000,115200,115200,115200,11615400,86040,86040,86040,31968,367.2,12.96,194.4
2021,"becker","NORTHWEST",5600,6200,NA,53,152,NA,38.1,NA,NA,NA,NA,NA,NA,3151,24991,1969,345960000,2254320,1160640,1272240,108864000,806400,806400,806400,38277360,283536,283536,283536,133152048,1529449.2,53980.56,809708.4
2021,"clay","NORTHWEST",3700,1000,NA,76,155.6,NA,42.4,NA,NA,NA,NA,NA,NA,3783,22530,997,55800000,363600,187200,205200,71928000,532800,532800,532800,19381680,143568,143568,143568,120039840,1378836,48664.8,729972
2021,"clearwater","NORTHWEST",8100,300,NA,47,99,11,24.3,NA,NA,NA,NA,NA,NA,1161,538,959.8,16740000,109080,56160,61560,157464000,1166400,1166400,1166400,18658512,138211.2,138211.2,138211.2,2866464,32925.6,1162.08,17431.2
2021,"kittson","NORTHWEST",NA,NA,NA,60,NA,11,23.5,NA,NA,NA,NA,NA,NA,2003,6635.5,640,NA,NA,NA,NA,NA,NA,NA,NA,12441600,92160,92160,92160,35353944,406092.6,14332.68,214990.2
2021,"mahnomen","NORTHWEST",2000,400,NA,69,106.6,13.5,NA,NA,NA,NA,NA,NA,NA,3205,16,279,22320000,145440,74880,82080,38880000,288000,288000,288000,5423760,40176,40176,40176,85248,979.2,34.56,518.4
2021,"marshall","NORTHWEST",5000,300,NA,70,100,NA,29.7,NA,NA,NA,NA,NA,NA,2097,9,341,16740000,109080,56160,61560,97200000,720000,720000,720000,6629040,49104,49104,49104,47952,550.8,19.44,291.6
2021,"norman","NORTHWEST",1500,400,NA,79,105.6,NA,24.3,NA,NA,NA,NA,NA,NA,3258,10106.25,147,22320000,145440,74880,82080,29160000,216000,216000,216000,2857680,21168,21168,21168,53846100,618502.5,21829.5,327442.5
2021,"pennington","NORTHWEST",4000,100,NA,72,NA,NA,19.8,NA,NA,NA,NA,NA,NA,1814,654.5,204,5580000,36360,18720,20520,77760000,576000,576000,576000,3965760,29376,29376,29376,3487176,40055.4,1413.72,21205.8
2021,"polk","NORTHWEST",5400,1500,NA,77,101.2,NA,24.1,NA,NA,NA,NA,NA,NA,3388,18081,892,83700000,545400,280800,307800,104976000,777600,777600,777600,17340480,128448,128448,128448,96335568,1106557.2,39054.96,585824.4
2021,"red lake","NORTHWEST",NA,700,NA,73,89.9,13,18.4,NA,NA,NA,NA,NA,NA,1955,1862,1513,39060000,254520,131040,143640,NA,NA,NA,NA,29412720,217872,217872,217872,9920736,113954.4,4021.92,60328.8
2021,"roseau","NORTHWEST",7000,800,NA,52,82.6,9.5,23.6,NA,NA,NA,NA,NA,NA,977,33,509,44640000,290880,149760,164160,136080000,1008000,1008000,1008000,9894960,73296,73296,73296,175824,2019.6,71.28,1069.2
2021,"blue earth","SOUTH CENTRAL",1200,400,NA,80,200.4,NA,61.9,NA,NA,NA,NA,NA,NA,7249,599573,5959,22320000,145440,74880,82080,23328000,172800,172800,172800,115842960,858096,858096,858096,3194524944,36693867.6,1295077.68,19426165.2
2021,"brown","SOUTH CENTRAL",2400,5700,NA,82,187.2,23,59.8,NA,NA,NA,NA,NA,NA,6625,282668,22794,318060000,2072520,1067040,1169640,46656000,345600,345600,345600,443115360,3282336,3282336,3282336,1506055104,17299281.6,610562.88,9158443.2
2021,"faribault","SOUTH CENTRAL",1000,2100,NA,87,191.5,NA,60.5,NA,NA,NA,NA,NA,NA,6967,211593,7530,117180000,763560,393120,430920,19440000,144000,144000,144000,146383200,1084320,1084320,1084320,1127367504,12949491.6,457040.88,6855613.2
2021,"freeborn","SOUTH CENTRAL",2900,700,NA,84,207,NA,60.4,NA,NA,NA,NA,NA,NA,6042,291430,6875,39060000,254520,131040,143640,56376000,417600,417600,417600,133650000,990000,990000,990000,1552739040,17835516,629488.8,9442332
2021,"le sueur","SOUTH CENTRAL",1000,3000,NA,78,203.6,26,62,NA,NA,NA,NA,NA,NA,6932,98131,6006,167400000,1090800,561600,615600,19440000,144000,144000,144000,116756640,864864,864864,864864,522841968,6005617.2,211962.96,3179444.4
2021,"martin","SOUTH CENTRAL",1500,500,NA,87,194.4,NA,60,NA,NA,NA,NA,NA,NA,7405,827589,11072,27900000,181800,93600,102600,29160000,216000,216000,216000,215239680,1594368,1594368,1594368,4409394192,50648446.8,1787592.24,26813883.6
2021,"nicollet","SOUTH CENTRAL",1000,11500,NA,81,208.4,26.5,63,NA,NA,NA,NA,NA,NA,7412,267990,4316,641700000,4181400,2152800,2359800,19440000,144000,144000,144000,83903040,621504,621504,621504,1427850720,16400988,578858.4,8682876
2021,"rice","SOUTH CENTRAL",2600,6000,NA,73,195.8,19.5,57.3,NA,NA,NA,NA,NA,NA,6494,167191,2242,334800000,2181600,1123200,1231200,50544000,374400,374400,374400,43584480,322848,322848,322848,890793648,10232089.2,361132.56,5416988.4
2021,"steele","SOUTH CENTRAL",1900,3500,NA,84,205.2,NA,61.9,NA,NA,NA,NA,NA,NA,6364,141317,1306,195300000,1272600,655200,718200,36936000,273600,273600,273600,25388640,188064,188064,188064,752936976,8648600.4,305244.72,4578670.8
2021,"waseca","SOUTH CENTRAL",1200,1400,NA,83,212.4,NA,67.4,NA,NA,NA,NA,NA,NA,6816,271933,6511,78120000,509040,262080,287280,23328000,172800,172800,172800,126573840,937584,937584,937584,1448859024,16642299.6,587375.28,8810629.2
2021,"watonwan","SOUTH CENTRAL",NA,300,NA,83,209,NA,62.7,NA,NA,NA,NA,NA,NA,6639,381830,3779,16740000,109080,56160,61560,NA,NA,NA,NA,73463760,544176,544176,544176,2034390240,23367996,824752.8,12371292
2021,"dakota","SOUTHEAST",1700,3600,NA,57,189.2,27,54.8,NA,NA,NA,NA,NA,NA,8519,14493,10968,200880000,1308960,673920,738720,33048000,244800,244800,244800,213217920,1579392,1579392,1579392,77218704,886971.6,31304.88,469573.2
2021,"dodge","SOUTHEAST",2000,4300,NA,88,NA,26,60.1,NA,NA,NA,NA,NA,NA,7614,169168,5551,239940000,1563480,804960,882360,38880000,288000,288000,288000,107911440,799344,799344,799344,901327104,10353081.6,365402.88,5481043.2
2021,"fillmore","SOUTHEAST",14800,10900,NA,68,203.1,26,62.1,NA,NA,NA,NA,NA,NA,6269,143545,8237,608220000,3963240,2040480,2236680,287712000,2131200,2131200,2131200,160127280,1186128,1186128,1186128,764807760,8784954,310057.2,4650858
2021,"goodhue","SOUTHEAST",7400,18300,NA,70,199.7,25.5,NA,NA,NA,NA,NA,NA,NA,6731,103073,17293,1021140000,6653880,3425760,3755160,143856000,1065600,1065600,1065600,336175920,2490192,2490192,2490192,549172944,6308067.6,222637.68,3339565.2
2021,"houston","SOUTHEAST",7200,9100,NA,45,200.8,28,57.4,NA,NA,NA,NA,NA,NA,5270,12703,4539,507780000,3308760,1703520,1867320,139968000,1036800,1036800,1036800,88238160,653616,653616,653616,67681584,777423.6,27438.48,411577.2
2021,"olmsted","SOUTHEAST",7300,10600,NA,71,188.9,24.5,NA,NA,NA,NA,NA,NA,NA,6525,23691,7929,591480000,3854160,1984320,2175120,141912000,1051200,1051200,1051200,154139760,1141776,1141776,1141776,126225648,1449889.2,51172.56,767588.4
2021,"wabasha","SOUTHEAST",4900,20000,NA,60,206.5,25,62.5,NA,NA,NA,NA,NA,NA,5811,11603,5950,1.116e+09,7272000,3744000,4104000,95256000,705600,705600,705600,115668000,856800,856800,856800,61820784,710103.6,25062.48,375937.2
2021,"winona","SOUTHEAST",7800,24000,NA,49,204,26,62.4,NA,NA,NA,NA,NA,NA,6214,112381,8848,1339200000,8726400,4492800,4924800,151632000,1123200,1123200,1123200,172005120,1274112,1274112,1274112,598765968,6877717.2,242742.96,3641144.4
2021,"cottonwood","SOUTHWEST",2300,600,NA,87,193.8,NA,56.2,NA,NA,NA,NA,NA,NA,6786,356536,22367,33480000,218160,112320,123120,44712000,331200,331200,331200,434814480,3220848,3220848,3220848,1899623808,21820003.2,770117.76,11551766.4
2021,"jackson","SOUTHWEST",NA,500,NA,87,189.6,18.5,57.8,NA,NA,NA,NA,NA,NA,6471,278724,6540,27900000,181800,93600,102600,NA,NA,NA,NA,127137600,941760,941760,941760,1485041472,17057908.8,602043.84,9030657.6
2021,"lincoln","SOUTHWEST",4600,2000,NA,84,161.2,19,46,NA,NA,NA,NA,NA,NA,4724,118694,9949,111600000,727200,374400,410400,89424000,662400,662400,662400,193408560,1432656,1432656,1432656,632401632,7264072.8,256379.04,3845685.6
2021,"lyon","SOUTHWEST",5400,1800,NA,84,162.8,NA,45.1,NA,NA,NA,NA,NA,NA,6383,251248,33003,100440000,654480,336960,369360,104976000,777600,777600,777600,641578320,4752432,4752432,4752432,1338649344,15376377.6,542695.68,8140435.2
2021,"murray","SOUTHWEST",4600,3700,NA,86,196.5,23.5,56.3,NA,NA,NA,NA,NA,NA,6601,205046,22026,206460000,1345320,692640,759240,89424000,662400,662400,662400,428185440,3171744,3171744,3171744,1092485088,12548815.2,442899.36,6643490.4
2021,"nobles","SOUTHWEST",4600,6500,NA,90,202.5,NA,63.3,NA,NA,NA,NA,NA,NA,7563,393029,44897,362700000,2363400,1216800,1333800,89424000,662400,662400,662400,872797680,6465168,6465168,6465168,2094058512,24053374.8,848942.64,12734139.6
2021,"pipestone","SOUTHWEST",8400,6900,NA,83,182.1,NA,49.4,NA,NA,NA,NA,NA,NA,6480,361314,22403,385020000,2508840,1291680,1415880,163296000,1209600,1209600,1209600,435514320,3226032,3226032,3226032,1925080992,22112416.8,780438.24,11706573.6
2021,"redwood","SOUTHWEST",3800,1700,NA,85,172,NA,52.2,NA,NA,NA,NA,NA,NA,6694,197170,27009,94860000,618120,318240,348840,73872000,547200,547200,547200,525054960,3889296,3889296,3889296,1050521760,12066804,425887.2,6388308
2021,"rock","SOUTHWEST",5100,3900,NA,85,206.4,24,61.5,NA,NA,NA,NA,NA,NA,8355,299729,49782,217620000,1418040,730080,800280,99144000,734400,734400,734400,967762080,7168608,7168608,7168608,1596956112,18343414.8,647414.64,9711219.6
2021,"big stone","WEST CENTRAL",2300,400,NA,78,181.9,NA,49.6,NA,NA,NA,NA,NA,NA,4672,47084,1065,22320000,145440,74880,82080,44712000,331200,331200,331200,20703600,153360,153360,153360,250863552,2881540.8,101701.44,1525521.6
2021,"chippewa","WEST CENTRAL",NA,NA,NA,87,189.1,NA,52.6,NA,NA,NA,NA,NA,NA,6279,54121,5556,NA,NA,NA,NA,NA,NA,NA,NA,108008640,800064,800064,800064,288356688,3312205.2,116901.36,1753520.4
2021,"douglas","WEST CENTRAL",3500,3600,NA,67,138.9,NA,37.2,NA,NA,NA,NA,NA,NA,3360,1089,5611,200880000,1308960,673920,738720,68040000,504000,504000,504000,109077840,807984,807984,807984,5802192,66646.8,2352.24,35283.6
2021,"grant","WEST CENTRAL",NA,1500,NA,81,179.8,20,46.7,NA,NA,NA,NA,NA,NA,4905,23320,1478,83700000,545400,280800,307800,NA,NA,NA,NA,28732320,212832,212832,212832,124248960,1427184,50371.2,755568
2021,"otter tail","WEST CENTRAL",16500,14300,NA,56,140,13.5,27.6,NA,NA,NA,NA,NA,NA,2831,11746,4257,797940000,5199480,2676960,2934360,320760000,2376000,2376000,2376000,82756080,613008,613008,613008,62582688,718855.2,25371.36,380570.4
2021,"pope","WEST CENTRAL",5600,3400,NA,65,142.7,NA,37.5,NA,NA,NA,NA,NA,NA,4155,104433,7683,189720000,1236240,636480,697680,108864000,806400,806400,806400,149357520,1106352,1106352,1106352,556419024,6391299.6,225575.28,3383629.2
2021,"stevens","WEST CENTRAL",NA,25000,NA,83,173.8,22.5,45.7,NA,NA,NA,NA,NA,NA,5511,169272,14585,1.395e+09,9090000,4680000,5130000,NA,NA,NA,NA,283532400,2100240,2100240,2100240,901881216,10359446.4,365627.52,5484412.8
2021,"swift","WEST CENTRAL",2800,12400,NA,77,NA,NA,50.2,NA,NA,NA,NA,NA,NA,5247,15538,4190,691920000,4508640,2321280,2544480,54432000,403200,403200,403200,81453600,603360,603360,603360,82786464,950925.6,33562.08,503431.2
2021,"traverse","WEST CENTRAL",NA,NA,NA,87,179.5,20,46.6,NA,NA,NA,NA,NA,NA,4888,35141,3426,NA,NA,NA,NA,NA,NA,NA,NA,66601440,493344,493344,493344,187231248,2150629.2,75904.56,1138568.4
2021,"wilkin","WEST CENTRAL",NA,300,NA,84,150.3,NA,35.8,NA,NA,NA,NA,NA,NA,3905,48,238,16740000,109080,56160,61560,NA,NA,NA,NA,4626720,34272,34272,34272,255744,2937.6,103.68,1555.2
2022,"benton","CENTRAL",3900,10500,NA,57,180.3,20.5,45.8,NA,NA,NA,NA,NA,NA,3934,34685,4157,585900000,3817800,1965600,2154600,75816000,561600,561600,561600,80812080,598608,598608,598608,184801680,2122722,74919.6,1123794
2022,"carver","CENTRAL",2000,7500,43,78,194.8,20,59.5,NA,NA,NA,NA,NA,NA,8376,25743,3345,418500000,2727000,1404000,1539000,38880000,288000,288000,288000,65026800,481680,481680,481680,137158704,1575471.6,55604.88,834073.2
2022,"kandiyohi","CENTRAL",3500,14400,2441677,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,6751,137155,1903,803520000,5235840,2695680,2954880,68040000,504000,504000,504000,36994320,274032,274032,274032,730761840,8393886,296254.8,4443822
2022,"mcleod","CENTRAL",1800,7400,NA,83,193.5,22.5,54.3,NA,NA,NA,NA,NA,NA,6552,7779,2955,412920000,2690640,1385280,1518480,34992000,259200,259200,259200,57445200,425520,425520,425520,41446512,476074.8,16802.64,252039.6
2022,"meeker","CENTRAL",2700,7900,NA,72,181,18.5,47.2,NA,NA,NA,NA,NA,NA,5786,1752,9551,440820000,2872440,1478880,1621080,52488000,388800,388800,388800,185671440,1375344,1375344,1375344,9334656,107222.4,3784.32,56764.8
2022,"morrison","CENTRAL",15100,28000,961670,49,175.9,19.5,51.4,NA,NA,NA,NA,NA,NA,3526,59596,9242,1562400000,10180800,5241600,5745600,293544000,2174400,2174400,2174400,179664480,1330848,1330848,1330848,317527488,3647275.2,128727.36,1930910.4
2022,"renville","CENTRAL",1500,2900,198652,87,212.8,NA,53.6,NA,NA,NA,NA,NA,NA,7989,253395,17145,161820000,1054440,542880,595080,29160000,216000,216000,216000,333298800,2468880,2468880,2468880,1350088560,15507774,547333.2,8209998
2022,"scott","CENTRAL",1700,3300,104,36,186.5,20,54.8,NA,NA,NA,NA,NA,NA,11473,61535.1666666667,2016,184140000,1199880,617760,677160,33048000,244800,244800,244800,39191040,290304,290304,290304,327859368,3765952.2,132915.96,1993739.4
2022,"sherburne","CENTRAL",800,700,67,87,177.5,NA,47.2,NA,NA,NA,NA,NA,NA,5854,18030.2857142857,4315,39060000,254520,131040,143640,15552000,115200,115200,115200,83883600,621360,621360,621360,96065362.2857143,1103453.48571429,38945.4171428571,584181.257142857
2022,"sibley","CENTRAL",3500,7200,76,22,206.4,22,58.2,NA,NA,NA,NA,NA,NA,8099,79804,5268,401760000,2617920,1347840,1477440,68040000,504000,504000,504000,102409920,758592,758592,758592,425195712,4884004.8,172376.64,2585649.6
2022,"stearns","CENTRAL",11100,67000,1796151,62,185.4,21.5,50.1,NA,NA,NA,NA,NA,NA,5324,65897,42573,3738600000,24361200,12542400,13748400,215784000,1598400,1598400,1598400,827619120,6130512,6130512,6130512,351099216,4032896.4,142337.52,2135062.8
2022,"todd","CENTRAL",11000,14600,1231838,54,164.9,19.5,46.4,NA,NA,NA,NA,NA,NA,2886,7175,5225,814680000,5308560,2733120,2995920,213840000,1584000,1584000,1584000,101574000,752400,752400,752400,38228400,439110,15498,232470
2022,"wadena","CENTRAL",4100,2600,NA,38,159,NA,44.2,NA,NA,NA,NA,NA,NA,2414,153,636,145080000,945360,486720,533520,79704000,590400,590400,590400,12363840,91584,91584,91584,815184,9363.6,330.48,4957.2
2022,"wright","CENTRAL",2900,6400,260,66,188.9,NA,51.7,NA,NA,NA,NA,NA,NA,7790,4681,7677,357120000,2327040,1198080,1313280,56376000,417600,417600,417600,149240880,1105488,1105488,1105488,24940368,286477.2,10110.96,151664.4
2022,"aitkin","EAST CENTRAL",4100,100,92,37,143.9,14.5,27.7,NA,NA,NA,NA,NA,NA,1377,171,190,5580000,36360,18720,20520,79704000,590400,590400,590400,3693600,27360,27360,27360,911088,10465.2,369.36,5540.4
2022,"anoka","EAST CENTRAL",NA,200,118,32,152.4,NA,45.5,NA,NA,NA,NA,NA,NA,6295,231,1335.6,11160000,72720,37440,41040,NA,NA,NA,NA,25964064,192326.4,192326.4,192326.4,1230768,14137.2,498.96,7484.4
2022,"carlton","EAST CENTRAL",5200,600,NA,40,120.9,17,NA,NA,NA,NA,NA,NA,NA,1919,60,1205.5,33480000,218160,112320,123120,101088000,748800,748800,748800,23434920,173592,173592,173592,319680,3672,129.6,1944
2022,"chisago","EAST CENTRAL",2400,1800,93,48,177.3,NA,43.2,NA,NA,NA,NA,NA,NA,3918,484,592,100440000,654480,336960,369360,46656000,345600,345600,345600,11508480,85248,85248,85248,2578752,29620.8,1045.44,15681.6
2022,"crow wing","EAST CENTRAL",3600,500,86,36,151.8,NA,27.8,NA,NA,NA,NA,NA,NA,2418,25,2421.25,27900000,181800,93600,102600,69984000,518400,518400,518400,47069100,348660,348660,348660,133200,1530,54,810
2022,"hennepin","EAST CENTRAL",800,1100,205,47,170.5,NA,51,NA,NA,NA,NA,NA,NA,19658,48,954,61380000,399960,205920,225720,15552000,115200,115200,115200,18545760,137376,137376,137376,255744,2937.6,103.68,1555.2
2022,"isanti","EAST CENTRAL",NA,1500,NA,42,166.4,23.5,41.9,NA,NA,NA,NA,NA,NA,5230,20543,496,83700000,545400,280800,307800,NA,NA,NA,NA,9642240,71424,71424,71424,109453104,1257231.6,44372.88,665593.2
2022,"kanabec","EAST CENTRAL",5000,400,22,58,173.9,NA,42,NA,NA,NA,NA,NA,NA,2511,4305.4,164,22320000,145440,74880,82080,97200000,720000,720000,720000,3188160,23616,23616,23616,22939171.2,263490.48,9299.664,139494.96
2022,"mille lacs","EAST CENTRAL",3800,1700,NA,53,151.7,15,40.5,NA,NA,NA,NA,NA,NA,3012,127,169,94860000,618120,318240,348840,73872000,547200,547200,547200,3285360,24336,24336,24336,676656,7772.4,274.32,4114.8
2022,"pine","EAST CENTRAL",7000,3700,109,42,161.2,NA,40.9,NA,NA,NA,NA,NA,NA,1901,202,2221,206460000,1345320,692640,759240,136080000,1008000,1008000,1008000,43176240,319824,319824,319824,1076256,12362.4,436.32,6544.8
2022,"washington","EAST CENTRAL",1900,900,NA,48,171.8,19.5,45.5,NA,NA,NA,NA,NA,NA,15774,338,321,50220000,327240,168480,184680,36936000,273600,273600,273600,6240240,46224,46224,46224,1800864,20685.6,730.08,10951.2
2022,"beltrami","NORTH CENTRAL",9600,500,6,36,128.7,NA,35.6,NA,NA,NA,NA,NA,NA,1211,209,307,27900000,181800,93600,102600,186624000,1382400,1382400,1382400,5968080,44208,44208,44208,1113552,12790.8,451.44,6771.6
2022,"cass","NORTH CENTRAL",9200,400,NA,43,136.9,16,35.7,NA,NA,NA,NA,NA,NA,1810,222,84,22320000,145440,74880,82080,178848000,1324800,1324800,1324800,1632960,12096,12096,12096,1182816,13586.4,479.52,7192.8
2022,"hubbard","NORTH CENTRAL",3100,400,NA,41,100.5,NA,NA,NA,NA,NA,NA,NA,NA,2468,16,1003,22320000,145440,74880,82080,60264000,446400,446400,446400,19498320,144432,144432,144432,85248,979.2,34.56,518.4
2022,"itasca","NORTH CENTRAL",2500,NA,15,44,116,NA,28,NA,NA,NA,NA,NA,NA,1715,123,193.666666666667,NA,NA,NA,NA,48600000,360000,360000,360000,3764880,27888,27888,27888,655344,7527.6,265.68,3985.2
2022,"koochiching","NORTH CENTRAL",2000,300,NA,32,132.4,NA,30.6,NA,NA,NA,NA,NA,NA,701,15,307,16740000,109080,56160,61560,38880000,288000,288000,288000,5968080,44208,44208,44208,79920,918,32.4,486
2022,"lake of the woods","NORTH CENTRAL",800,NA,26,27,NA,NA,39.1,NA,NA,NA,NA,NA,NA,1342,6,597.5,NA,NA,NA,NA,15552000,115200,115200,115200,11615400,86040,86040,86040,31968,367.2,12.96,194.4
2022,"becker","NORTHWEST",6000,6300,357337,53,163,21,43.3,NA,NA,NA,NA,NA,NA,3344,24991,2985,351540000,2290680,1179360,1292760,116640000,864000,864000,864000,58028400,429840,429840,429840,133152048,1529449.2,53980.56,809708.4
2022,"clay","NORTHWEST",4000,1100,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,4300,13515,375,61380000,399960,205920,225720,77760000,576000,576000,576000,7290000,54000,54000,54000,72007920,827118,29192.4,437886
